,Ratings,Full_review
9302,5,Phone is very good Camera - 3.5 Battery -4.5 Display - 3.5 Performance - 4.0 Look - 4.0 Design - 3.5 All the above considering the price range and specs given. Overall a very good decive must go.
9303,5,"At this price range this is the best smartphone, that's it! There's nothing more you needwith damn looks 😍 Camera 4* Battery 5* Performance 4* Look 5*"
9304,5,"Superb, mind blowing, value for money 👌👌👌"
9305,5,Superb all rounder product by motorola
9306,5,"Moto is always better than redmi ,vivo , oppo and etc.."
9307,4,Very nice phone
9308,4,Awesome phone very nice camera and battery but display might be good
9309,5,"This time it was really nice, and this phone is real, thanks flipkart"
9310,5,"Size Waight is Good, Camera Average But Price Also Low so ok, Battery Good,Rs 9999 with sbi credit card offer,"
9311,5,"Absolutely brilliant phone. Pure android experience at its best. Once you use this phone, you will not want to use any other phone. Pros No adware, bloatware Very fast and responsive Excellent screen Top class camera and pro camera option Good sound Excellent network signal and internet speed Sturdy built. Good battery performance.  Haven't found any cons yet."
9312,5,"Best phone in this range with 90Hz display and 64MP quad camera, fast charging and much more."
9313,5,Fantastic phone i love motorola
9314,3,Nice camera
9315,5,Nice phone in this range. But looking slightly bulky. Front camera is average. Back camera is awesome.
9316,5,Camera just awesome inbuilt editor is just like pro .. it's a fully super phone..
9317,5,I loved it value for money I like it awesome
9318,4,"Good phone in this range with stock Android . My first Android , switched from ios to Android this time,,😀"
9319,5,At this price point phone was so good If you want to purchase go for it..👌 Camera 5/5 Performance 5/5 Battery 5/5 Looks 5/5  Value for money go for it
9320,5,Most value for money mobile. I brought this after using Moto 5g for 5 months. Both the mobiles are best in market in comparison to other brands as per quality at low price. Totally value for money. Thanks Moto for giving superior quality mobile at low price.
9321,3,Brought it..just to take good pictures.. however camera is just ordinary which doesn't have quality of 64MP
9322,1,After using mobile I am writing a review that the performance on the mobile is low. While normal using of mobile automatically restarting which never expected from motorola. I the fan of motorola but it disappointed me. Motorola team and flipkart team to act on these. Please do the necessary action and rectify the issue or replace the mobile.
9323,4,Awesome 👍
9324,5,"Perfect product by Motorola. Battery is Excellent Camera quality is also very fine, as it depends on the photographer how he/she capture. Fast Charging One can go for it."
9325,4,Very beautiful Phone best budget Phone Best 📸
9326,5,"QUALITY FANTASTIC, MODEL LOOKING NICE, COLOUR COOL, PERFORMANCE VERY HIGH. CORRECT PRODUCT AND ACCESSORIES RECEIVED.THANK YOU MOTOROLA AND FLIPKART."
9327,2,"I'm using this mobile for last 1 month. Few drawbacks encountered: 1. Worst battery performance. Previously I was using MotoG5s+ which had almost a complete day battery power even after 3 yrs of use, but this device hardly survive for 12hrs. 2. Slow charging. Since Motorola is providing Turbocharger, but I don't know why it takes about 4 hrs to charge fully, and discharge within 7-10 hrs. 3. Camera quality. So many functions are there for camera, but they are useless if resolution and dpi is ..."
9328,1,Camra is worst
9329,1,Have hanging problem
9330,5,"Wonderful Product. Budget phone, Camera & battery Superb, and Display also nice."
9331,4,I like this phone ...camera quality is good... Battery capacity is normal... I'm use 30 dayes.... Moto g 30...
9332,5,Good mobile for this price range
9333,5,Sper camera and phone
9334,5,"Don't go on the negative reviews , those people are habitual to the chinese phones which are unreliable. I bought this beautiful set and its worth buying i am sure atleast it won't blast in my hands. 😜"
9335,5,Great
9336,5,Very good produced Good camera 64mp
9337,5,Very nice moto ji
9338,4,Not bad but clearty not 64MP
9339,5,Good lucking
9340,4,Yeah its a good product..
9341,5,Nice Mobile
9342,4,Very nice 👍
9343,5,"Nice phone in good range, good camera quality in such range phone"
9344,1,I am very disappointed from Motorola.. specifically camera.. camera looks like 8 mp but they said 64.. really???
9345,5,Very nice Mobile
9346,5,It great product. Camera quality is good.but photo loading is too much. If it issue is resolved this product is best value for money 🤑 product.
9347,5,Motorola is my all-time favourite Mobile brand. So the name is enough for me. This two photos captured with my Motorola one fusion+.
9348,5,Excellent 😘
9349,1,Camera is very poor.  Waste of money
9350,3,Best phone under 10000
9351,5,Great phone 🔥🥰.
9352,5,Front camara is ok Back camera is good Night vision not all good.
9353,5,Mobile is very good 😃☺️😃
9354,2,Camera quality is not good.
9355,5,"Best phone in this range, battery backup is awesome. Camera quality is also Good. The images are clear even in night mode and ultra Resolution camera gives us grt images. Battery if i use whole day with internet last for 1and half days"
9356,4,Look nice
9357,5,Excellent mobile for a good price.  PROS Good battery life Pure Android experience without bloatware and adware Good camera with pro camera 90hz display Fast processing  CONS not much Little bit bulky.
9358,5,Nice❤️
9359,3,This is most worst phone I have purchased in my life before I purchased three phones from Flipkart but this time experience is not good. My review on this phone Camera Rear camera is 64 mp but it not more then 13 mp very poor pixel Night sensor zero % work Battery performance is good its charging is not according 20v no fast charging Sound quality is ok Display is also ok Sim and card having hybrid slot My suggestion for young generation don't buy this phone at all.
9360,1,Very bad experience for this product.still does not resolved the problem with my product
9361,5,Very good phone
9362,5,5 rating above... excellent mobile battery after full charge lasts 2 days... excellent camera very fast....no cons... best mobile at this price...
9363,4,Very grateful my moto g30 phone
9364,5,Those who are looking decent smartphone ..classy then go.for moto G30 .value for money and performance is good..it won't disappoint you.
9365,5,Nice one... Google assistant key is available..
9366,4,Good performance
9367,5,Overall Good phone in this price segment.
9368,5,Super
9369,4,"Go for it _________  Moto g 30 is for reguler daily usage,it's neither a heavy performence gaming set ,nor it has superb camera,sound average,battery lasts one day easily.stock android is smooth ,nice build quality (using dark pearl varient) overall it's a good phone,any reguler task thrown it performs easily.giving this review after 20 days normal usage."
9370,1,"Camera quality is okay but pics/vids occupy more space than expected as per the quality of photos.It provides no gallery of its own that's very annoying.Overall phone is less customisable. 64GB for 11k is really expensive, out of which only 48Gb is usable, it isn't Value for Money tbh."
9371,5,Very beautiful phon & good camera I like it
9372,5,Best phone in best price
9373,5,It's camera is decent... long-lasting battery.... Overall the phone is very good in this price....you can go for it...
9374,2,1. Takes a lot of time to charge 2. in google pay app QR code scanner not working 3. Game App automatic stopped within 30-40 sec. 4. Battery charging drain fast
9375,4,if anyone have low budget then go with Motorola G30 best phone in low price and camera quality is average not too good
9376,5,Good
9377,4,Good product for simple users
9378,4,Nice mobile
9379,1,Not looks as similar as picture. Very poor camera performance. Getting hang also. Night vision 64MP camera is fake n not working. Waste of money
9380,5,Super fast delivery and excellent job by delivery boy
9381,4,Good
9382,4,Nice phone
9383,5,Sooo happy..Thanku sooooo much flipcart
9384,5,Nice phone
9385,5,camera cwolitiy best
9386,5,Good phone with great performance
9387,5,Might be good but motorola can optimise their software...
9388,4,Good phone for this price
9389,4,"Performance is good. Battery lasts for 30hrs for an average usage on 4g. Camera quality is average , you need to edit settings for better picture. In colour shots is working. Almost using 100+ apps on it . Touch & screen quality is best. Hybrid sim slots but am using two sims instead of MMC card. Finger print sensor is a quick. Face unlock is a bit slow. Have played games without a lag ...I have ordered dark pearl 64 gb ."
9390,4,Awesome phone.. Thanks Flipkart
9391,4,"Overall great phone. But, even the Dark Pearl color is a lot light shade. It looks more like silver under bright light."
9392,5,Fantastic phone with amazing features at reasonable price
9393,4,Good for the price. Stock android experience Camera 2/5
9394,1,Was expecting a better product considering Motorola as a brand ..  Camera is worse ... Video playing experience is bad too.  20 watt charging takes 2.5 to 3 hrs to full
9395,1,"Until now I used Moto G (Firsts Generation) for almost 7 years now and it still works like a charm.. but to upgrade I bought this new Moto G30 thinking it is going to be far better than its predecessors, but it's the worst phone ever by motorola. It has a 64MP AI quad camera which captures the worst quality pictures and it is literally slower in performance and hangs quite a lot. It overheats quickly and even though it has a 5000MAh battery it doesn't last that long. I'm very very disappointe..."
9396,5,Good Delivery Service.
9397,5,I just love everything about this phone Every thing on it it's super....!!
9398,5,Good mobile.
9399,5,"I am editing this review after 6months of usage.  At the first everything worked perfectly, but now I am facing slight lagging in camera.When I opened camera it is taking ~30 seconds to open & sometimes I have to click 4-5 times to capture photos. But quality of the photos is really good( find attached the photos)  And front camera wont have zoom option.  Apart from this everything works perfectly."
9400,1,"Hybrid slot, not good compare to other phones. Camera also not good. Hanging problem"
9401,5,Very best quality
9402,1,The camera is bad. It's tooo bad that I will never buy a motorola mobile again.
9403,1,"Very Weak, a simple fall from 1feet broke the screen and became unusable. Other cons about this useless phone is - it feels heavy. Charging is very slow(even 33w) and dis-charing is very very fast. Please don't waste your money on this stupid phone. Only good thing about the phone is its camera and stock android. And since moto is the only phone with stock android, had to purchase."
9404,5,This phone is very good
9405,1,Very bad battery backup... Hang problem...
9406,3,Over-all nice performance with stock android. SATISFIED 🤗
9407,4,Best quality products
9408,5,"Does the job.  Pros: Battery. Large display. Android version.  Cons: Llittle lag while using multiple apps at a time. Camera is not up to the mark but fine for this price. Display is not HD+, for this price they can at least provide HD+ display.  Final verdict: Good mobile packed with everything for a reasonable price."
9409,5,very nice product
9410,4,"Phones overall performance is good at this price segment, but their camera performance in like 24 mega pixel .."
9411,1,Not good this phone battery is not good
9412,5,Good one
9413,5,Good product good camera
9414,5,I got the genuine product
9415,4,Required 128+6 gb option. Expected some upgrade processor.
9416,5,"It's a good phone, good camera, would recommend"
9417,5,Good.. nice product..
9418,5,Need to improve
9419,4,Super mobile for low cost budget
9420,5,"Just awesome, loved this model. Build quality, camera performance everything seems too good."
9421,3,It is good for value
9422,5,Best product by moto and flipkart too thank you this review og moto g30 is after 6 month
9423,4,The phone doesn't Capture signal well.... Rest is good
9424,4,Perfect for normal usage took this for my dad
9425,3,Decent phone..good camera...sound quality good...processing is a bit slow..rest everything is ok..
9426,4,Overall Good phone
9427,4,Nice
9428,5,Picture quality is good. Performance also. Good camera from and back both are Good.
9429,4,Amazing product 👌
9430,5,Display ok.  Camera poor. Not a good front.  Battery good.  Charging speed good.  Brightness avrage  Moto gestures ok.
9431,5,"Cemera is definitely good, display could have been full hd, but is good & battery lasts 1 day for me( uses internet a lot, especially YouTube & OTT platforms). For this price its value for money."
9432,5,For the amount…its a killer phone…if you have kids at home and need a phone for their online class and other activities…go for it…!!!
9433,5,The phone looks awesome. The stock android gives clear UI to experience. Loved the way Motorola competing against the Chinese brands.
9434,4,Overall Good phone
9435,5,This is brought for my husband and he likes it too much thank motto
9436,4,The phone is great but there are software bugs & issues which needed to be fixed by upcoming system updates by Motorola. The software cons are:- 1. Dialer slows down during incoming calls & sometimes freezes. 2. The camera needs improvement in night shots. 3. Android 11 drains battery much more than android 10 so this issue need to be solved by Google inc. 4. Google assistant button needs customisation like quick camera or quick dialer because one needs camera or dialer in emergency & not go...
9437,2,Worst build quality ever. Didn't expect this from Motorola! I've broken my display within a month. I've redmi note 9 & moto g 30. Both fell down from my hand accidentally and the irony is note 9 doesn't have any case or glass but it survived. But moto has both glass & case still the display was shattered.  It hangs a loooot. Like a looot.  Camera can be manageable by using G cam  Sound is decent in this price range.  90HZ Lags  No protection at all.  Battery backup is good.  If you are...
9438,2,"The display is not up to the mark, and the camera is not at all good."
9439,3,Better phone 👌
9440,5,"I think this is by far the best phone out there in this price range only because of its clean and near stock user interface. No bloatware, No BS. Just plain stock experience."
9441,5,This is my 6th moto phone in last 11 years. Still the same quality.
9442,5,Nice Phone but camera quality is not too good
9443,3,Camera is 64mp but its not good .clearity of camera was disappointed... Not upto the mark and picture clearity is not good. Worst camera clearity and features.
9444,5,It's really a great purchase 😌😌
9445,3,Camera is poor First week battery performance is very low after update your battery life increases and it performs better.
9446,5,nice product
9447,1,Camera is poor... Mi13mp camera is far better than this phone  Display quality is not as expected  Overall average performance not sooo good as they described
9448,1,"Very slow, heavy and poor camera phone"
9449,4,Little bit bulky rest all is ok for my purposes
9450,4,"Color option could be better. Overall, nice product."
9451,1,Not happy with camera while using whatsapp. Kindly refund my money Not happy with Flipkart
9452,2,mobile is good but battery backup very bad whenever u charge full it's only take 6to 7 hr to down
9453,5,The phone is very handy light weight perfect for a normal use great buy ...moto never dissapoints
9454,1,Don't buy this product
9455,5,Good camera
9456,5,Value for money
9457,2,"Worst Battery. Didn't even used the phone, but the battery drains like crazy. Really disappointed."
9458,3,Phone is a bit heavy also I had to pull off the screen guard as it was a printed one. I had to buy another proper screen guard.
9459,4,Battery capacity low and camera 📷 average Nice looking attractive 😘😘😘
9460,3,All things are awesom But camera is 64 mp it's just number not actull 64 mp like 24 or 32 mp . And other perfomence is awesom
9461,5,"very good performance ,and ghank you flipkart"
9462,4,Very nice
9463,3,Takes 3 hr to get fully charged. Battery drains a bit faster. Camera is bad in low light. Go for another options with this price range.
9464,4,Value for money
9465,1,Waste of money
9466,4,Very nice mobile i love it moto
9467,4,While charging it's having heat issues.
9468,5,"Stock android experience , worth the money"
9469,5,Overall worth.
9470,5,Good product compared to it's price. I think this is the first device to have advanced security(Think shield) for budget device. SAMSUNG provides knox security only for premium device
9471,5,Very good mobile! When I bought this phone gpay QR code does not work now the problem is solved by Motorola updated thank you Motorola network speed is little slow may be because of processor hope this will also solve soon I love the phone 'cause the name is MOTOROLA!
9472,5,"One of the best quality mobile at reasonable price. It is definitely better than MI, VIVO, REALME & OPPO"
9473,5,Best in this range for social use If u want to play heavy games then u add more 2 to 3 k u can go for better options
9474,5,Camera performance is not as per aspectation and left all thing is perfectly fine.
9475,5,Display is very smooth battery is awesome
9476,3,Screen should have been Full HD. That's only a drag down.
9477,5,Nice mobile
9478,5,Nice product
9479,4,I find this one of the best phone in this Category.... Specifications are really impressive specially the battery and the Processor along with good interface....👍
9480,4,I like this phone much more than my old phone
9481,4,Worth buying
9482,5,Nice phone 📱👌an amazing price
9483,5,Battery life is very good
9484,4,Value for money Normal use is good Good quality 2 3 years no complaint
9485,5,Very good 👍 camara is too good display is also and battery backup is 👏👏 gorgeous 😍😍 Hlo moto
9486,1,Battery not working due to unavoidable reason I am not able to replacement within 7 day (stringent policy of 7 day even in Pendamic)
9487,2,I am not satisfied this product
9488,1,I've been using Moto phones since first Moto-G generation and I must say that all the phones have done justice to their price. But this phone is really slow and has lag which is not a trait of moto phones .The worst thing about this phone is its battery life.
9489,2,Sound quality is not good..nd camera is not performing well..
9490,1,"Camera quality and screen touch is so bad, battery backup is poor I am so disappointed from this"
9491,5,Don't trust the old negative reviews. I am using this phone for past 2 weeks it's really awesome
9492,1,Very worst product and flipkart services or camera quality and build quality is very bad
9493,5,It's really nice..the colour is classy. Value for money and even really work smoothly and the camera is good but cant even expect much in such rate...if you are still confuse I suggest you might go with it as the phone all over is awesome.
9494,3,Network quality very bad
9495,3,Value for Money
9496,5,"Highly recommended handset , working well with recent updates , my wife live this"
9497,4,Lock button & phone speed performance having problem...seems phone hang even with low number app's...Poor performance Not as expected
9498,1,"Poor network, touch not working properly. Return policy"
9499,3,"Battery drains quickly being a 5000MAH it has to have atleast 24 hours of battery life but it gets drained everyday and you have to charge it for every 12 hours, Camera is good, Display is average, Heating issue when browsing (Facebook, WhatsApp or other social networking apps) & YouTube etc. It comes with a 20 Watts fast charger for a name sake only. You cannot apply a theme to it but you customize apps appearance, apply colors & various text formats or styles. This is one of the average pho..."
9500,1,"Wifi connectivity is bad, continuously disconnects even after resetting the phone and network settings same problem, very unstable. Had to return and get a replacement but the replacement phone has the same problem. Guess this is a problem with this model. Don't even think of buying this phone. Motorola has lost its value. I regret getting this phone. Also don't ever trust YouTube reviews. I trusted them and now am suffering. Total waste of money."
9501,3,"Camera quality is very poor I'm using Samsung M30s @48mp which is far better than this, u can opt this mobile if camera isn't an option for you, performance wise this phone rocks.."
9502,3,Average performance
9503,1,Camera quality is poor...don't buy from flipkart..they don't refund the money
9504,2,Heating issue while in ordinary use and charging
9505,3,Bettery and camera is not good 😠😠😠😠😠😠
9506,5,"Highly recommended handset , working well with recent updates , my wife live this"
9507,4,Lock button & phone speed performance having problem...seems phone hang even with low number app's...Poor performance Not as expected
9508,1,"Poor network, touch not working properly. Return policy"
9509,3,"Battery drains quickly being a 5000MAH it has to have atleast 24 hours of battery life but it gets drained everyday and you have to charge it for every 12 hours, Camera is good, Display is average, Heating issue when browsing (Facebook, WhatsApp or other social networking apps) & YouTube etc. It comes with a 20 Watts fast charger for a name sake only. You cannot apply a theme to it but you customize apps appearance, apply colors & various text formats or styles. This is one of the average pho..."
9510,1,"Wifi connectivity is bad, continuously disconnects even after resetting the phone and network settings same problem, very unstable. Had to return and get a replacement but the replacement phone has the same problem. Guess this is a problem with this model. Don't even think of buying this phone. Motorola has lost its value. I regret getting this phone. Also don't ever trust YouTube reviews. I trusted them and now am suffering. Total waste of money."
9511,3,"Camera quality is very poor I'm using Samsung M30s @48mp which is far better than this, u can opt this mobile if camera isn't an option for you, performance wise this phone rocks.."
9512,3,Average performance
9513,1,Camera quality is poor...don't buy from flipkart..they don't refund the money
9514,2,Heating issue while in ordinary use and charging
9515,3,Bettery and camera is not good 😠😠😠😠😠😠
9516,5,"Highly recommended handset , working well with recent updates , my wife live this"
9517,4,Lock button & phone speed performance having problem...seems phone hang even with low number app's...Poor performance Not as expected
9518,1,"Poor network, touch not working properly. Return policy"
9519,3,"Battery drains quickly being a 5000MAH it has to have atleast 24 hours of battery life but it gets drained everyday and you have to charge it for every 12 hours, Camera is good, Display is average, Heating issue when browsing (Facebook, WhatsApp or other social networking apps) & YouTube etc. It comes with a 20 Watts fast charger for a name sake only. You cannot apply a theme to it but you customize apps appearance, apply colors & various text formats or styles. This is one of the average pho..."
9520,1,"Wifi connectivity is bad, continuously disconnects even after resetting the phone and network settings same problem, very unstable. Had to return and get a replacement but the replacement phone has the same problem. Guess this is a problem with this model. Don't even think of buying this phone. Motorola has lost its value. I regret getting this phone. Also don't ever trust YouTube reviews. I trusted them and now am suffering. Total waste of money."
9521,3,"Camera quality is very poor I'm using Samsung M30s @48mp which is far better than this, u can opt this mobile if camera isn't an option for you, performance wise this phone rocks.."
9522,3,Average performance
9523,1,Camera quality is poor...don't buy from flipkart..they don't refund the money
9524,2,Heating issue while in ordinary use and charging
9525,3,Bettery and camera is not good 😠😠😠😠😠😠
9526,5,"Highly recommended handset , working well with recent updates , my wife live this"
9527,4,Lock button & phone speed performance having problem...seems phone hang even with low number app's...Poor performance Not as expected
9528,1,"Poor network, touch not working properly. Return policy"
9529,3,"Battery drains quickly being a 5000MAH it has to have atleast 24 hours of battery life but it gets drained everyday and you have to charge it for every 12 hours, Camera is good, Display is average, Heating issue when browsing (Facebook, WhatsApp or other social networking apps) & YouTube etc. It comes with a 20 Watts fast charger for a name sake only. You cannot apply a theme to it but you customize apps appearance, apply colors & various text formats or styles. This is one of the average pho..."
9530,1,"Wifi connectivity is bad, continuously disconnects even after resetting the phone and network settings same problem, very unstable. Had to return and get a replacement but the replacement phone has the same problem. Guess this is a problem with this model. Don't even think of buying this phone. Motorola has lost its value. I regret getting this phone. Also don't ever trust YouTube reviews. I trusted them and now am suffering. Total waste of money."
9531,3,"Camera quality is very poor I'm using Samsung M30s @48mp which is far better than this, u can opt this mobile if camera isn't an option for you, performance wise this phone rocks.."
9532,3,Average performance
9533,1,Camera quality is poor...don't buy from flipkart..they don't refund the money
9534,2,Heating issue while in ordinary use and charging
9535,3,Bettery and camera is not good 😠😠😠😠😠😠
9536,1,Running time is getting hot
9537,5,Wonderful m happy with this product n with its delivery service both..
9538,5,Excellent
9539,4,Good phone at good price
9540,1,The worst phone i have ever used in my life🤬🤬🤬
9541,1,Bad phone Hang Battery not Bacap
9542,1,"Mobile hanging, while Gpay barcode scanner unable to scan again hang, after taking image, while image open again hang, sound on full volume became broken speaker like sound come, one Sim and one memory card or 2 Sim at a time, camera image size around 4-5mb by which stores more space on mobile memory. selfy camera image quality not good"
9543,1,Worst phone. Don't by this product. Camera is not good even it is 64MP. In browsing there is no back button at all. We need to install the Assitive touch.why we need to install? Poor quality in calls. Suddenly it will disconnect the call.
9544,1,seroius issue with upi system just go for any other alternative
9545,5,I used only Motorola mobile for last 17 years. I purchased 7-8 Moto mobiles till now. best product. camera is best. battery back up is also good. best product in this price .
9546,1,Very bad performance app shut on its own i complained but no response from company very bad services
9547,1,Not fantastied with the camera quality.. yepp battery backup is nice.. But we purchased this phone just for camera quality.. Over all This product is not that good as expected..
9548,1,"Product is very bad. Don't buy this item Hanging problem bad camera quality,,👎👎👎"
9549,3,"Looking very cheap. Camera also not so good. My Mi A2 is better in terms of looks, performance and camera except battery."
9550,2,It's too heavy and big size like Power Bank think 2 times before buy
9551,1,Only camera and battery is good and all performance is not good
9552,1,Display is not 90Hz. Switch on the developer mode and there you'll find out. That's a sure lie. Camera is of low quality. Can't capture with detailing. Weight of the device is too much.
9553,1,Display worst better Don't buy this
9554,1,"Waste of money to take Motorola G30. front camera is not good , touch screen is not good.  Instead of Moto g30 take Moto g 5 plus."
9555,3,"Overall at this price, everything thing is balanced. It is better if it comes with Full HD Bulky, thick useless bezel at bottom. Slow charging, should come at at least 30W or more power charger. Given 5 star because at this price we can't compare with 20k segment. Expect timely security updates and Android update fron android.  One line for Flipkart: product reached 4 days before to nearest hub, but they deliver on last day doesn't make sense"
9556,5,Nice
9557,5,Very good quality and very good Flipkart Service for Dilivery in two days
9558,5,Overall performance is not good and mike isn't working properly
9559,5,Osm phone
9560,2,Face lock quality is very poor Battery performance is also average not as a 5000 mAh battery work's
9561,3,Charging time is 0 To 100% is 3.30min it's not a fast charging. Please develop this option in this product
9562,4,It is a good budget phone which can be used for daily purposes such as calling & Social Media. Battery is good which will give you a whole day power with single charge...  Preferred for students for online class purposes only...  This phone does support gaming but there are heating issues and some lags while playing Huge games such as COD....
9563,5,"Received the phone in exchange of old phone. Moto is a super phone especially for senior citizens. Durable for years.. Good buy under 12k. Smooth premium look.. Battery stands for a day in a high usage.. Average camera despite of having 64mp, but can ignore it at this price.  Checked liked and recommended."
9564,3,"Let me list out all the pros and cons of this Moto G30. Pros: -Stock Android -Overall Build and Quality - -Price (11k) -USB C Charging -Display 90 hz, you can watch videos more smoothly and more frames per second.  Cons: -Camera is avg at best, Disappointed with moto. 64 MP is just on paper, its quality is not that good, but then again its a 11k phone. -Extra Button for Google assistant is waste and useless. -Fast Charging problem is its Fast Draining also, thats why I am using third..."
9565,3,"As a Technician I am writing this review after using the Mobile for 2 weeks, Pros Stock Android working amazingly smooth and no errors observed. Good looking and stylish. Display and Hardware is also Good. Battery remains 10 % even at the end of the day. Phone is working very fast no issues with the App management. Powerful Network catching ability. Speakers are good, Build quality is fine, strong also.    Cons Heats up little bit while charging. Photos quality is just ok not so extraordina..."
9566,5,Nice product
9567,5,Value for money phone Best phone in this range Camera is awesome I love it
9568,5,"Moto, Awesome ☺️ Super smooth display. With 90hrts refresh rate. Blazing fast Snapdragon processor."
9569,5,Excellent phone normal day to day users.. simple and clean
9570,4,Camera quality medium but otherwise ok
9571,4,It is a great phone..... I loved it
9572,3,Don't expect too much. This is good in this price..
9573,3,Panel colour is not the same as mentioned. Much heavier. Headset is not available in the box Only have mobile and charger .
9574,4,colour is different from what colour is shown here and everything is wonderful.It has turbocharging too which is not specified here. I Loved this mobile phone.
9575,4,It gets heated while charging . Too hot . Camera is ok Performance is good Batter is perfect. Some new features with android 11.
9576,4,"It should be full HD at this price, more than 10 k any phone should have full HD,,"
9577,5,Value for money.. Avg phone
9578,3,"For some apps UI not supporting, for some apps it's difficult to go backwards, charging slowly. I upgraded g3 to g30 so, feeling better"
9579,3,"Disappointed with the product. 64mp camera is not upto the mark. Image quality is not good. 13 mp primary camera is also not good. 5000mah battery takes much time to charge full. But drains too fast. Phone Lags frequently ... Dissatisfaction. Waste of money. Please try some other products like mi , realme etc in this range."
9580,5,Good Only....
9581,4,Good
9582,3,Camera is very poor
9583,4,Nyc
9584,4,Charging is fast but phone gets heat while charging.
9585,5,It's awesome product..!!! And i must say that delivery is so fast...!!!
9586,4,Camera good
9587,3,Slightly heating issue during charging. Camera avarage quality (as per 64MP)
9588,3,Battery capacity not good slowly charging
9589,5,Value for money and Working good
9590,5,Before ontime delivered...Great Filpkart..
9591,5,Moto provide best economic phone. Flipkart shows again there bad service..... 1) told arrive in 1hr and come after 6 hrs 2) for minor thing they deduct ammount in exchange mobile
9592,5,Very good phone....
9593,1,"Camera quality is very poor and the seller is not ready to take back his product and rejecting my return request. Pathetic service from seller and flipkart, didn't expect this."
9594,2,This phone is not as expected. Camera is very poor quality and the battery is avarage. Battery life is draining too fast. It is not a good phone. This phone make me very disapointed.
9595,3,Performance wise very disappointed. For cost ok  Pico m3 far better with 6gb ram and 128gb storage.
9596,3,Phone is not bad.
9597,5,Good
9598,1,"received Moto g30 before 4 days , mobile heating issue with new mobile"
9599,1,Worst battery!! Don't buy..  Battery doesn't not stay even a day long for screen hours less than 2 hrs a day.. don't buy this. Writing feedback after 2 days of usage..
9600,1,Not satisfied with the camera. 64 mp camera is not better than my 13 mp camera phone
9601,1,"Camera was worst quality, but mentioned 64mp, charging time take more hrs, bad experience"
9602,1,"If u r looking for a budgeted smartphone than this phone is for you must buy..This is my 5th Moto phone Moto never disappoints Don't hesitate go for it, sure u gonna like it"
9603,2,"Very poor performance and poor camera, battery when compared to other moto phones. Colour is not as shown in images."
9604,5,Good nice phone
9605,1,"Terrible phone !! Screen display is average, camera is below average. Not worth the hype and doesn't do justice to hard earned money. I tried to return it on Flipkart but didn't work out, was left with no option but to order another phone of redmi....it's a pity that money is wasted"
9606,1,"After using turbocharger for two hours, the battery does not get charged to 100%. It gets discharged very fast. I replaced my earlier phone mainly for this reason. Thoroughly disappointed."
9607,5,One word Excellent and Value for money.
9608,5,Very good mobile this is best for me in my budget Thanks Moto
9609,5,EXCELLENT
9610,1,I expected more but this is just ok product
9611,4,Awesome
9612,4,Review after first day usage.. Camera is not at all good.. Poor performance of camera.. Screen size is large.. Phone is little bit bulky... Fast charging takes mosre than 1 hr to become 100% from 50% Based on this Budget not bad.. Don't expect more..
9613,1,"Don't buy this phone ,at this price it is completely waste of money , it's processor is worst, coming to camera it's 64 mp takes piks like 2 mp zoom is waste only again coming to the battery not even giving backup for one day also with no use finally I would like to say you that ,this mobile is worst,😰😰😰😰😰even while uploading these images I got problem s,I am not happy with this phone"
9614,2,"Display quality is not good. low quality screen. Bettery performance is also not good. Charging slow. Camera decent quality, 64 mp slow processing. Performance average. Bulky phone."
9615,1,It was the worst camera set up and performance that I could expect from a mobile they mentioned it to be 64 mp but when compared it's own previous model of moto g5s it has worst cameras ✌️✌️ my piece of advice would be just move away from this mobile 🤗 good day
9616,5,AWESOME
9617,5,It is amazing mobile it contain good performance and price is very good according to mobile
9618,5,Nice
9619,5,"This product is really good, no extra ads, or extra formalities but battery performance is not satisfied in 97% charging - 0% till 3-4 hr so backup is very poor."
9620,1,Flipkart giving faulty product and then they even not getting any responsibility
9621,1,worst camera  Back camera 64 mp is equal to 8 mp Front camera 13 MP is equal to vga camera IE... 1.3 mp  Excluding the above everything is good
9622,1,Bettery backup v bad sound also bad all over not good
9623,2,1.Heating problem 2. Slow processing 3.Taking time to open Camera 4.Take too much time to charge
9624,4,Not bad in this price range.
9625,2,Battery drains quickly. doesn't have the impression of 5k mah battery. It provides only 22 hrs with minimal usage and discharges from 14 to 20 percent during night even no apps running in background and mobile data is off. Also has heating issue as the temperature raises up to 46 celcius with light game only. Tried to replace the product but very poor benchmarking during evaluation. My fate to use.
9626,2,Camera is not good
9627,3,"I'm sure the camera is not 64MP,it's a trick to attract people"
9628,5,Good phone value for this money.
9629,5,Add free phone 😊
9630,2,"Moto g30 very worst mobile, moblie design and display size good, display quality very bad, camara quality vry worst and camara hanging, sounds ok,"
9631,2,problem charging is a very slowly
9632,3,"Front camera is worst Gets heated while using mobile internet, works fine with wifi Heavy and bigger size Display is good"
9633,1,"The mobile is heating up very quickly and the battery drains very fast. On top of it, there is some issue with audio jack. Flipkart can't handle the issue. Don't try this mobile"
9634,5,Ratings as Per My Use since 5days. Camera 4 Battery 4 Performance 4 Body Design 5 Gaming 3.5 Charging time 3hrs Battery backup 2.5days with or without data.  Accessories Charger Mobile cover
9635,5,A good phone in budget price
9636,5,Very nice phone and great performance.
